COUNTY,TX_SIGNED_HIGHWAY_RDBD_ID,TX_LENGTH_TOTAL,SEGMENT_COUNT,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Hidalgo,FM2812 K,0.7,14,33.84,99.74,1.71,10101.76,118.69
Hidalgo,IH0002 A,0.51,1,83.0,99.0,2.9,5081.0,4816.0
Hidalgo,IH0002 R,3.5,7,83.14,83.14,4.17,29189.0,2898.57
Hidalgo,IH0002 X,0.49,1,100.0,100.0,3.1,4544.0,4572.0
Hidalgo,IH0069CA,0.03,2,90.0,100.0,2.5,1964.0,0.0
Hidalgo,IH0069CX,0.0,1,100.0,100.0,2.5,453.0,0.0
Hidalgo,SH0107 K,2.83,22,31.96,99.84,1.77,19270.76,525.24
Hidalgo,SH0186 K,1.71,21,30.7,92.15,1.32,2825.66,7.9
Hidalgo,SH0336 R,2.82,5,90.2,100.0,3.5,7233.6,132.8
Hidalgo,SH0495 K,0.86,5,98.0,100.0,3.04,6601.2,68.4
Hidalgo,SS0115 L,1.0,2,0.0,0.0,2.87,12007.0,1969.5
Hidalgo,SS0115 R,1.0,2,0.0,0.0,2.65,12007.0,1969.5
Hidalgo,SS0433 K,0.82,10,38.29,98.33,1.87,12216.18,46.85
Hidalgo,SS0600 K,3.06,30,33.13,99.11,1.68,15263.2,1788.52
Hidalgo,UP0281 A,1.29,4,64.5,97.0,2.62,6114.75,104.0
Hidalgo,UP0281 K,9.74,18,92.12,100.0,3.75,16738.83,414.72
Hidalgo,UP0281 L,2.0,4,80.0,90.5,3.56,8975.75,193.25
Hidalgo,UP0281 R,2.0,4,90.5,100.0,3.72,8975.75,193.25
Hidalgo,UP0281 X,1.29,4,83.25,98.5,3.07,5754.5,103.5
Hidalgo,US0281 K,2.17,7,81.94,96.6,3.75,8831.77,906.01
Hidalgo,US0281 L,1.55,2,44.5,50.0,2.99,8613.5,183.0
Hidalgo,US0281 R,1.55,2,41.0,50.0,2.81,8613.5,183.0
Hill,FM0934 K,0.5,1,89.0,100.0,2.48,512.0,108.0
Hill,FM1242 K,0.76,5,33.2,81.0,1.68,1407.4,131.0
Hill,FM2959 K,2.0,4,91.0,100.0,2.4,466.25,1762.0
Hill,IH0035 A,37.61,82,79.87,89.81,2.88,2889.24,2347.06
Hill,IH0035 L,174.44,364,87.73,87.78,3.91,30333.98,1930.82
Hill,IH0035 R,200.57,426,93.98,94.08,3.96,30044.48,1965.63
Hill,IH0035 X,50.27,120,66.31,86.26,2.61,2622.89,2982.15
Hill,IH0035EL,23.53,52,97.32,97.91,4.02,17950.26,38.01
Hill,IH0035ER,17.64,39,93.88,93.9,4.13,18511.6,44.94
Hill,SH0022 K,17.81,41,66.6,87.39,2.83,11481.97,6068.23
Hill,SH0031 L,18.08,37,93.22,93.22,4.06,2672.83,0.2
Hill,SH0081 K,3.13,7,73.01,73.01,3.83,2007.22,1599.76
Hill,SH0081 L,2.8,5,95.72,98.57,3.13,1290.06,156.94
Hill,SH0081 R,2.38,6,76.82,93.79,2.38,2067.95,263.22
Hill,SH0081 X,4.39,12,64.83,66.96,2.29,121.55,815.74
Hill,SS0579 L,2.91,9,77.76,85.39,3.03,1987.7,116.56
Hill,SS0579 R,3.43,12,81.92,81.92,3.25,1943.47,99.68
Hopkins,IH0030 A,4.0,8,100.0,100.0,4.2,2206.0,4592.38
Hopkins,IH0030 L,317.91,636,58.49,58.89,3.77,13925.57,3911.71
Hopkins,IH0030 R,317.4,635,51.04,51.22,3.81,13924.6,3918.42
Hopkins,IH0030 X,5.46,11,95.24,95.24,3.75,2188.61,4645.57
Hopkins,SH0011 K,24.72,56,75.47,86.49,3.1,8729.31,4200.51
Hopkins,SH0019 K,1.2,10,80.85,98.6,2.97,7168.03,1078.93
Houston,FM2110 K,0.02,1,62.0,88.0,2.2,971.0,56.0
Houston,SH0007 K,3.15,7,94.6,94.6,4.36,2518.32,3352.6
Houston,SH0021 K,0.73,1,0.0,0.0,3.14,2373.0,4779.0
Houston,SL0304 K,1.0,2,96.0,99.5,3.13,5575.0,4366.5
Howard,IH0020 L,0.53,1,100.0,100.0,5.0,10646.0,1577.0
Howard,SH0350 K,3.0,6,32.83,81.0,2.06,6572.5,2790.83
Howard,US0087 K,36.71,79,69.74,88.9,2.72,15513.11,1851.9
Howard,US0087 L,0.5,1,100.0,100.0,4.5,2644.0,10.0
Howard,US0087 R,0.5,1,100.0,100.0,5.0,2644.0,10.0
Hudspeth,BI0010CK,0.16,2,40.5,40.5,3.5,484.5,167.5
Hudspeth,FM0034 K,0.1,5,25.6,96.0,0.82,58.0,139.8
Hudspeth,IH0010 L,1510.8,3144,90.45,90.58,3.98,7451.01,790.31
Hudspeth,IH0010 R,1514.75,3152,94.92,95.36,3.99,7445.42,789.34
Hunt,FM1903 K,3.4,8,91.03,96.26,3.59,2614.01,4136.52
Hunt,IH0030 A,3.0,6,80.0,87.0,2.97,6047.5,1551.83
Hunt,IH0030 L,10.44,24,72.55,74.99,3.53,22610.21,2122.63
Hunt,IH0030 R,12.36,26,98.26,98.26,4.24,22125.83,2247.45
Hunt,IH0030 X,3.0,6,100.0,100.0,3.46,4179.33,1540.83
Hunt,SH0034 K,4.0,8,71.38,87.5,3.12,17590.5,3569.38
Hunt,SH0034 R,0.43,2,89.95,100.0,2.63,4822.66,122.27
Hunt,SH0276 K,1.83,4,0.0,0.0,3.39,5308.0,25.49
Hunt,SS0302 K,1.28,11,78.8,93.5,3.38,4601.84,248.07
Hunt,SS0302 L,0.6,1,96.0,100.0,2.61,1882.0,13.0
Hunt,SS0302 R,0.04,1,20.0,83.0,1.3,2577.0,15.0
Hunt,US0069 K,3.42,7,78.63,78.77,3.4,7954.31,5136.05
Hunt,US0069 L,5.19,10,95.96,95.96,3.88,9961.15,4192.57
Hunt,US0069 R,1.19,2,96.5,96.5,4.17,8939.0,8119.0
Hunt,US0380 K,0.01,1,95.0,100.0,3.1,12746.0,318.0
Hunt,US0380 L,3.19,13,86.46,87.74,3.81,6741.11,2323.42
Hunt,US0380 R,3.16,13,92.66,92.89,3.63,7747.75,2335.27
Jackson,US0059 A,3.34,7,63.17,69.86,2.23,345.4,3949.81
Jackson,US0059 X,3.97,8,81.49,89.68,2.47,460.39,6076.31
Jasper,FM0105 K,1.53,8,92.0,100.0,3.13,8214.0,1766.37
Jasper,FM2245 K,0.16,4,10.0,98.25,0.85,510.75,88.25
Jasper,FM2246 K,0.23,6,85.33,85.33,3.77,4438.0,198.33
Jasper,US0069 K,0.41,1,100.0,100.0,4.83,2414.0,2460.0
Jasper,US0096 A,9.52,17,53.7,91.78,1.99,3720.12,1308.81
Jasper,US0096 K,158.57,317,94.12,94.92,4.0,9926.42,1018.3
Jasper,US0096 L,55.24,117,74.25,77.65,3.77,4205.87,791.94
Jasper,US0096 R,20.74,45,57.98,68.21,2.94,4442.5,999.54
Jasper,US0096 X,8.82,16,52.51,87.3,2.01,2643.26,1371.21
Jasper,US0190 K,0.18,1,0.0,0.0,3.2,3974.0,5948.0
Jeff Davis,IH0010 L,189.06,384,95.01,95.89,3.8,6062.19,675.78
Jeff Davis,IH0010 R,189.54,387,97.39,98.73,3.8,6065.57,677.08
Jefferson,FM0364 K,10.53,20,90.24,98.3,3.32,9174.13,2962.83
Jefferson,FM0364 L,0.55,3,96.67,100.0,3.14,4482.67,490.0
Jefferson,FM0364 R,0.55,3,97.67,100.0,3.18,4482.67,492.67
Jefferson,FM0366 K,35.05,74,78.02,80.9,3.46,12758.5,5069.26
Jefferson,FM0366 L,15.03,49,61.24,75.28,2.75,6518.38,5540.78
Jefferson,FM0366 R,8.15,36,41.59,58.15,2.53,6463.74,919.79
Jefferson,FM3514 R,0.12,1,65.0,100.0,2.1,1230.0,0.0
Jefferson,IH0010 A,101.13,258,71.31,86.11,3.07,3726.86,1464.56
Jefferson,IH0010 L,41.99,88,84.95,87.5,3.5,30563.01,1202.61
Jefferson,IH0010 R,45.3,94,84.2,88.16,3.51,30183.85,1095.05
Jefferson,IH0010 X,85.5,210,70.14,85.43,3.0,3427.54,1508.93
Jefferson,SH0073 A,45.15,98,20.21,24.62,2.65,2427.32,1024.82
Jefferson,SH0073 L,60.28,136,20.25,28.01,2.82,13601.38,855.65
Jefferson,SH0073 R,71.26,156,39.51,46.58,3.09,13128.02,1425.81
Jefferson,SH0073 X,44.57,96,20.75,23.03,2.74,2559.63,1128.62
Jefferson,SH0082 K,3.06,6,24.88,32.22,2.69,4489.03,6243.71
Jefferson,SH0087 K,159.78,325,73.79,86.7,3.03,11360.25,5201.31
Jefferson,SH0087 R,3.06,8,67.7,100.0,2.61,10017.42,4030.23
Jefferson,SH0105 K,14.68,32,61.61,62.96,2.95,14391.01,20.97
Jefferson,SH0347 K,35.92,76,54.91,66.29,3.05,20307.94,17137.59
Jefferson,SH0347 L,58.09,134,46.31,59.7,2.94,10264.67,3762.93
Jefferson,SH0347 R,111.69,249,64.43,75.24,3.24,10454.12,7458.69
Jefferson,SS0215 K,3.58,9,20.6,81.13,1.85,5651.67,53321.97
Jefferson,SS0380 A,3.49,7,71.53,82.65,2.48,997.06,13.29
Jefferson,SS0380 K,5.67,17,50.13,61.87,2.94,21308.26,0.0
Jefferson,SS0380 L,17.38,36,46.65,65.03,2.76,12274.26,0.0
Jefferson,SS0380 R,8.64,16,29.84,44.86,2.89,12094.32,0.0
Jefferson,SS0380 X,1.16,3,75.44,88.54,3.1,7141.09,45.45
Jefferson,US0069 A,92.66,205,89.77,94.28,3.33,6810.36,3115.84
Jefferson,US0069 L,123.17,290,64.67,79.71,3.05,20936.4,1842.04
Jefferson,US0069 R,141.7,333,57.32,68.69,2.96,20724.44,1784.28
Jefferson,US0069 X,89.04,203,81.11,87.01,3.32,3748.15,3389.87
Jefferson,US0090 L,3.73,10,94.41,95.86,3.27,9726.12,1978.7
Jefferson,US0090 R,46.28,93,41.34,51.87,2.84,5575.46,2394.11
Johnson,BI0035VR,0.3,2,100.0,100.0,3.7,2435.0,11.05
Johnson,BU0067MK,9.86,18,54.64,91.46,2.5,17580.15,3033.8
Johnson,BU0067ML,1.96,7,87.38,98.85,2.97,4173.06,1100.99
Johnson,BU0067MR,8.04,24,68.66,96.09,2.74,4339.67,300.67
Johnson,FM0157 K,0.32,1,100.0,100.0,3.6,3314.0,0.0
Johnson,FM0731 L,44.67,91,86.98,97.39,3.07,6172.54,514.84
Johnson,FM0731 R,47.11,100,84.95,96.07,3.04,6134.13,499.41
Johnson,FM0917 L,19.68,42,97.39,97.39,3.99,6230.69,2672.74
Johnson,FM0917 R,19.64,41,99.76,99.76,4.06,6228.61,2672.31
Johnson,IH0035WL,134.58,330,90.75,90.89,3.79,16151.42,3256.69
Johnson,IH0035WR,145.35,352,91.12,92.55,3.72,16524.83,3388.5
Johnson,IH0035WX,0.66,2,65.51,85.5,2.28,1387.54,1323.18
Johnson,SH0171 K,0.09,1,14.0,38.0,2.1,14364.0,900.0
Johnson,SH0174 L,8.38,46,53.25,83.55,2.32,18719.81,928.6
Johnson,SH0174 R,7.62,47,50.78,80.74,2.37,18041.22,637.66
Johnson,US0067 A,2.27,5,90.84,99.12,2.41,561.99,1823.15
Johnson,US0067 K,60.57,137,98.99,99.09,3.75,12666.25,3179.83
Johnson,US0067 L,71.24,145,96.72,96.81,3.9,6655.65,2516.57
Johnson,US0067 R,82.77,174,82.58,82.73,3.93,7040.72,2585.07
Johnson,US0067 X,2.86,7,93.55,93.55,2.98,2373.3,2088.02
Johnson,US0287 A,1.61,3,99.33,99.33,4.25,1076.2,16.71
Johnson,US0287 L,37.7,73,69.59,91.61,2.64,12949.56,1132.3
Johnson,US0287 R,43.19,88,69.6,90.48,2.79,12994.58,1059.97
Jones,FM1082 K,3.0,6,60.17,86.33,1.95,403.5,767.83
Jones,US0083 X,3.23,10,84.78,91.62,3.22,1626.79,525.3
Karnes,US0181 L,2.0,4,81.5,100.0,2.86,7694.0,1291.0
Karnes,US0181 R,2.0,4,77.25,100.0,2.79,7694.0,1291.0
Kaufman,BS0034AK,0.01,1,84.0,100.0,2.9,3312.0,0.0
Kaufman,BS0034AR,0.0,1,0.0,100.0,0.0,3931.0,0.0
Kaufman,FM0148 K,0.06,2,1.0,88.44,0.1,13872.73,476.91
Kaufman,FM0548 K,4.0,8,32.75,90.25,1.99,25390.5,5251.5
Kaufman,FM0688 K,0.1,1,90.0,100.0,2.5,1550.0,4956.0
Kaufman,FM0740 K,10.0,20,48.45,100.0,2.3,14479.7,13884.2
Kaufman,FM0741 K,3.33,16,84.31,95.43,3.17,6432.6,2197.9
Kaufman,FM0741 L,14.31,26,97.88,98.79,3.45,3958.82,2598.37
Kaufman,FM0741 R,14.3,26,96.73,96.73,3.65,3958.18,2595.9
Kaufman,IH0020 L,58.58,118,99.32,99.32,4.6,19338.65,1015.93
Kaufman,IH0020 R,26.61,53,95.4,95.4,4.47,19605.18,987.69
Kaufman,SH0034 K,4.27,9,68.49,86.95,2.82,4411.75,12015.45
Kaufman,SH0034 L,55.58,111,88.83,99.82,3.03,5379.87,4107.29
Kaufman,SH0034 R,55.71,112,87.12,98.07,3.11,5482.21,3979.8
Kaufman,SH0198 K,15.46,30,85.92,93.39,3.16,16771.81,878.63
Kaufman,SS0226 K,0.02,1,1.0,98.0,0.1,9236.0,0.0
Kaufman,SS0226 R,0.02,1,1.0,89.0,0.1,5036.0,2.0
Kaufman,SS0557 L,7.26,17,85.99,86.8,3.48,12213.32,4028.68
Kaufman,SS0557 R,5.84,14,92.84,95.91,3.67,11833.39,4731.26
Kaufman,SS0557 X,12.0,39,40.82,62.49,1.99,464.96,1812.43
Kaufman,US0080 A,1.5,3,82.33,89.67,3.07,4505.67,1977.67
Kaufman,US0080 K,0.76,2,49.52,81.1,2.56,14197.63,560.11
Kaufman,US0080 L,24.35,53,83.7,85.3,3.4,9540.51,826.82
Kaufman,US0080 R,41.3,90,47.25,51.57,3.05,7670.98,701.35
Kaufman,US0175 A,6.31,11,94.12,95.94,3.17,1484.29,3008.05
Kaufman,US0175 L,2.03,6,77.61,99.51,3.53,14550.92,1251.97
Kaufman,US0175 R,5.5,11,68.0,73.09,3.38,10420.0,2676.36
Kaufman,US0175 X,7.52,17,87.84,99.24,2.88,3916.9,1985.27
Kendall,IH0010 L,10.0,20,88.82,94.41,3.85,28790.07,238.78
Kendall,IH0010 R,9.49,19,93.8,93.8,4.01,29168.26,252.38
Kleberg,US0077 L,6.64,34,88.13,89.07,4.29,11706.33,534.0
Kleberg,US0077 R,6.08,33,97.71,97.73,4.45,12592.96,557.39
La Salle,BI0035CK,0.22,1,34.0,100.0,2.0,5470.0,0.0
La Salle,FM0624 K,0.06,1,57.0,89.0,2.1,1469.0,0.0
La Salle,IH0035 A,4.13,9,74.83,93.51,2.51,1669.67,0.0
La Salle,IH0035 R,19.9,40,69.97,69.97,3.7,7811.9,3103.42
La Salle,IH0035 X,6.13,12,86.3,96.58,2.87,666.3,0.0
Lamar,SH0019 R,0.87,2,90.97,92.04,3.31,3564.97,1424.51
Lamar,US0082 L,6.71,13,98.28,98.28,3.92,13268.93,5611.29
Lamar,US0082 R,4.7,9,91.05,91.05,3.78,13107.61,5976.55
Lamar,US0271 L,90.84,181,43.1,45.54,3.23,6099.67,797.78
Lamb,SL0430 K,1.11,15,66.75,100.0,2.17,675.78,44.05
Lampasas,FM2657 K,0.35,6,37.83,100.0,2.07,9155.33,209.83
Lampasas,US0190 K,0.18,2,78.85,100.0,3.06,14472.95,96.25
Leon,IH0045 L,169.82,390,64.39,69.29,3.79,11095.7,1471.5
Leon,IH0045 R,169.82,384,73.56,79.57,3.85,11129.98,1471.37
Leon,SH0075 K,3.99,8,64.26,100.0,2.45,3751.36,2000.29
Leon,US0079 K,16.98,41,90.89,91.37,3.57,11497.39,2230.51
Leon,US0079 L,3.63,14,80.29,96.47,2.84,6256.36,1030.76
Leon,US0079 R,3.62,14,94.48,100.0,3.66,6255.81,1026.43
Liberty,BS0105TK,2.5,5,48.2,79.4,2.52,9654.8,1862.8
Liberty,FM0163 K,14.85,32,99.21,100.0,3.39,1742.64,295.47
Liberty,FM1960 K,0.51,1,0.0,0.0,3.63,6951.0,1818.0
Liberty,IH0069 L,0.9,9,91.82,100.0,3.2,23145.66,820.57
Liberty,IH0069 R,0.86,6,86.99,86.99,3.81,22679.17,917.39
Liberty,IH0069 X,0.24,4,100.0,100.0,3.98,1637.11,170.63
Liberty,SH0099 A,1.38,3,100.0,100.0,4.22,499.0,0.0
Liberty,SH0099 K,18.23,38,99.78,99.78,4.38,4982.6,0.0
Liberty,SH0099 L,4.59,9,98.91,98.91,4.38,2654.59,0.0
Liberty,SH0099 R,4.57,9,100.0,100.0,4.38,2653.11,0.0
Liberty,SH0099 X,1.19,2,98.99,98.99,3.95,499.0,0.0
Liberty,SH0105 K,10.79,22,87.94,98.1,3.58,6807.23,10935.76
Liberty,SH0146 K,4.0,8,80.5,82.62,3.32,5376.0,1512.0
Liberty,SH0321 K,0.8,5,8.8,100.0,0.66,17262.8,1.8
Liberty,SH0321 R,1.71,3,71.58,76.14,3.22,5467.04,3454.64
Liberty,SL0573 L,2.0,4,93.5,93.5,4.12,2279.25,551.0
Liberty,SL0573 R,14.02,26,40.24,41.59,2.83,2394.51,553.76
Liberty,US0059 A,2.04,6,93.14,93.14,3.59,281.03,37.24
Liberty,US0059 L,22.37,45,70.24,81.64,3.46,13782.06,350.12
Liberty,US0059 R,48.02,98,44.94,49.04,3.22,14332.75,996.72
Liberty,US0059 X,0.98,4,98.02,98.02,3.5,499.0,31.8
Liberty,US0090 K,24.78,53,67.21,71.73,3.32,11855.31,3313.29
Liberty,US0090 L,22.94,59,81.69,86.71,3.51,4167.09,1746.07
Liberty,US0090 R,47.93,116,91.7,95.71,3.68,4447.24,1727.23
Live Oak,IH0037 A,215.28,443,95.76,96.25,2.96,115.16,644.6
Live Oak,IH0037 L,0.01,1,95.0,100.0,3.1,14167.0,0.0
Live Oak,IH0037 X,51.54,110,92.63,96.46,2.8,83.89,254.02
Live Oak,UA0281 K,201.8,399,89.02,90.4,2.94,573.9,1335.06
Live Oak,US0059 L,2.9,6,83.81,83.81,4.19,3397.47,563.82
Live Oak,US0281 K,29.99,67,77.3,79.93,3.46,15104.06,3855.73
Live Oak,US0281 L,9.28,24,81.27,84.24,3.48,3734.36,3334.64
Live Oak,US0281 R,16.8,54,91.9,92.53,3.97,3201.25,1382.29
Lubbock,FM0179 K,0.8,4,67.25,100.0,2.33,2901.75,1244.75
Lubbock,FM0835 K,0.76,5,28.4,63.0,2.35,3213.8,619.2
Lubbock,FM2255 K,13.32,26,79.82,99.59,3.04,23399.6,5755.28
Lubbock,FM2641 K,0.07,1,38.0,100.0,2.1,5015.0,11.0
Lubbock,IH0027 A,51.65,132,83.98,96.25,2.92,3836.26,606.47
Lubbock,IH0027 L,609.27,1311,74.57,76.22,3.49,12089.52,504.2
Lubbock,IH0027 R,609.29,1311,76.03,77.32,3.52,12075.87,504.19
Lubbock,IH0027 X,82.52,193,75.38,90.04,2.9,6314.84,753.95
Lubbock,SH0114 K,8.0,21,93.61,99.92,3.59,29713.73,542.34
Lubbock,SH0114 L,5.78,31,86.8,94.52,3.16,14028.43,164.86
Lubbock,SH0114 R,5.56,29,88.85,93.88,3.37,13941.96,163.81
Lubbock,SL0289 A,55.56,139,86.16,95.0,3.22,5912.42,993.42
Lubbock,SL0289 L,110.66,244,93.94,94.26,3.58,19952.84,710.04
Lubbock,SL0289 R,104.91,228,96.65,97.05,3.86,19740.81,748.46
Lubbock,SL0289 X,37.11,94,90.98,98.75,3.34,6886.72,590.41
Lubbock,SS0326 A,0.2,1,100.0,100.0,2.3,230.0,0.0
Lubbock,SS0326 L,6.57,36,67.45,90.1,2.66,3188.15,203.76
Lubbock,SS0326 R,6.11,36,74.66,93.77,2.75,3190.63,197.2
Lubbock,SS0327 A,0.06,1,90.0,100.0,3.0,9748.0,4.0
Lubbock,SS0327 L,21.41,47,98.22,99.81,3.65,7781.4,49.59
Lubbock,SS0327 R,17.24,39,86.07,97.07,3.35,8387.24,50.2
Lubbock,SS0327 X,2.6,9,67.2,100.0,2.27,9698.67,90.16
Lubbock,SS0331 K,0.05,6,43.67,100.0,1.92,1970.0,3.83
Lubbock,US0062 A,54.74,120,76.7,98.6,2.95,6048.56,128.89
Lubbock,US0062 K,2.79,9,44.99,88.29,2.34,10251.05,159.42
Lubbock,US0062 L,52.27,115,96.68,99.61,3.75,18393.07,106.43
Lubbock,US0062 R,49.7,110,96.72,98.06,3.97,18705.08,114.29
Lubbock,US0062 X,50.72,112,81.87,98.47,3.14,5788.74,125.77
Lubbock,US0082 A,34.74,68,80.51,96.81,3.13,6561.57,1462.12
Lubbock,US0082 L,65.72,138,84.32,98.51,3.47,13961.54,1156.59
Lubbock,US0082 R,64.09,137,86.31,97.11,3.56,14059.8,1109.58
Lubbock,US0082 X,28.31,66,80.32,93.71,3.3,7172.42,1120.66
Lubbock,US0084 L,1.01,2,100.0,100.0,4.06,5768.43,293.34
Lubbock,US0084 R,0.5,1,100.0,100.0,4.4,5693.0,131.0
Lubbock,US0087 A,0.11,1,71.0,100.0,2.7,6753.0,0.0
Lubbock,US0087 L,10.57,21,95.33,100.0,3.5,7470.59,627.02
Lubbock,US0087 R,10.57,21,100.0,100.0,3.62,7469.82,624.69
Lubbock,US0087 X,0.13,2,98.5,100.0,3.2,6040.0,0.0
Madison,US0190 K,0.75,4,80.0,90.0,3.32,11963.0,1142.75
Marion,SH0043 K,0.6,1,0.0,0.0,3.1,1115.0,439.0
Marion,US0059 K,5.8,17,92.15,92.15,3.94,8207.03,3517.59
Marion,US0059 L,76.86,156,95.47,95.47,4.18,3861.19,1315.4
Marion,US0059 R,76.9,156,87.48,87.48,4.09,3861.33,1320.47
Matagorda,FM0521 K,4.49,9,81.3,81.3,4.04,1251.56,59.66
Matagorda,FM2031 K,0.5,1,0.0,0.0,2.61,822.0,202.0
Maverick,BU0277NK,0.2,3,14.33,83.33,1.2,10876.0,14448.33
Maverick,US0277 K,0.35,2,45.5,100.0,2.25,21656.5,0.0
Maverick,US0277 L,3.83,8,43.5,94.52,2.22,11591.49,733.42
Maverick,US0277 R,3.82,8,60.53,100.0,2.54,11591.44,732.05
Mclennan,BU0077LL,13.03,31,87.11,90.96,3.31,5741.41,1673.43
Mclennan,BU0077LR,13.88,33,88.73,90.33,3.44,5473.16,1551.92
Mclennan,BU0077LX,2.99,14,91.09,91.32,2.77,1194.77,535.32
Mclennan,FM0185 K,0.5,1,0.0,0.0,2.95,8406.0,6895.0
Mclennan,FM0434 R,0.13,1,33.0,100.0,2.0,6193.0,564.0
Mclennan,FM0939 K,0.16,1,100.0,100.0,2.78,799.0,3.0
Mclennan,FM1695 K,0.19,1,1.0,100.0,0.8,28555.0,6.0
Mclennan,FM1858 R,0.68,2,55.0,97.0,1.97,1209.5,39.0
Mclennan,FM2113 K,1.48,8,96.02,100.0,3.37,4460.17,1931.61
Mclennan,FM2417 L,2.38,7,19.42,81.4,1.75,4425.8,362.18
Mclennan,FM2417 R,2.71,8,30.44,76.45,2.04,4508.16,337.68
Mclennan,FM2837 K,0.45,5,74.62,100.0,2.75,3747.93,126.2
Mclennan,IH0035 A,338.25,706,77.35,85.73,3.01,3115.45,1145.2
Mclennan,IH0035 L,465.2,1021,82.36,84.61,3.77,40141.68,1172.68
Mclennan,IH0035 R,442.73,982,84.33,87.22,3.77,40704.36,1141.97
Mclennan,IH0035 X,368.54,791,73.91,82.98,3.07,5159.92,1141.14
Mclennan,SH0006 A,18.32,35,88.55,98.52,3.28,12970.36,2851.23
Mclennan,SH0006 L,1.0,2,0.0,0.0,3.77,13414.0,2842.5
Mclennan,SH0006 R,4.5,9,77.78,77.78,4.24,14028.0,2652.22
Mclennan,SH0006 X,21.72,38,95.01,98.71,3.55,15292.2,2955.76
Mclennan,SL0002 L,3.56,8,1.29,43.83,0.49,7749.61,136.57
Mclennan,SL0002 R,0.22,2,99.5,100.0,3.5,7674.0,33.0
Mclennan,SL0396 L,0.73,2,36.26,61.68,2.42,8799.99,1950.08
Mclennan,SL0396 R,0.35,1,49.0,88.0,2.45,7569.0,8578.0
Mclennan,SL0484 X,4.0,8,87.12,87.12,2.94,1969.0,804.88
Mclennan,SL0574 L,7.84,24,99.99,99.99,4.09,2259.7,0.0
Mclennan,SL0574 R,7.85,25,99.47,99.47,4.06,2260.13,0.0
Mclennan,SS0299 K,0.03,3,100.0,100.0,3.97,3935.0,1.0
Mclennan,SS0299 L,0.11,1,62.0,96.0,2.6,3773.0,91.0
Mclennan,SS0299 R,0.4,2,29.0,73.5,1.65,3778.5,100.5
Mclennan,US0084 A,1.9,8,51.39,93.29,1.96,2309.01,319.95
Mclennan,US0084 L,11.63,24,82.72,93.51,3.22,12688.84,1312.04
Mclennan,US0084 R,6.53,14,64.32,83.97,2.82,9067.29,1247.02
Mclennan,US0084 X,8.98,25,82.75,91.85,3.2,3696.5,1032.66
Mcmullen,SH0072 K,0.14,2,42.0,100.0,1.7,1699.0,0.0
Midland,BI0020EA,4.92,10,76.5,80.4,3.22,3115.0,2026.37
Midland,BI0020EL,33.32,69,99.33,99.88,3.47,7905.42,731.51
Midland,BI0020ER,33.81,70,97.53,98.08,3.61,7963.86,726.3
Midland,IH0020 L,1.0,2,91.5,100.0,3.03,23918.0,2850.0
Midland,IH0020 R,1.0,2,90.48,95.99,3.1,23918.0,2841.51
Midland,SH0158 A,3.38,12,46.3,67.92,2.74,14414.89,206.16
Midland,SH0158 L,3.5,7,99.14,99.14,4.36,10137.86,209.43
Midland,SL0250 A,0.07,7,31.71,100.0,1.46,6827.14,0.0
Midland,SL0250 X,0.07,7,42.86,100.0,1.64,7381.43,0.0
Milam,FM2095 K,0.08,3,16.67,100.0,1.07,1612.33,36.67
Milam,US0077 K,11.61,27,86.34,90.6,3.36,12900.29,2308.78
Milam,US0077 L,44.46,89,99.16,99.16,4.09,4996.45,776.19
Milam,US0077 R,44.74,91,99.17,99.83,3.83,4974.89,763.21
Milam,US0079 K,3.0,6,80.17,87.17,3.38,13761.5,7744.0
Mitchell,BI0020HK,0.54,1,51.0,79.0,1.6,490.0,2885.0
Mitchell,BI0020KK,40.7,81,44.16,81.61,1.91,757.91,4652.45
Mitchell,SH0163 K,1.0,2,45.5,46.0,2.45,1600.0,120.0
Montague,FM0677 K,1.04,2,50.0,50.0,3.03,276.0,50.5
Montague,US0081 K,5.51,12,88.79,90.8,3.35,8005.86,7277.63
Montague,US0081 L,238.21,471,77.0,85.61,3.48,9217.09,1387.81
Montague,US0081 R,240.89,491,79.39,87.29,3.45,9385.49,1380.48
Montague,US0287 R,50.28,99,82.73,88.09,3.25,8487.55,1196.45
Montgomery,FM0830 K,1.0,2,99.5,100.0,3.45,9023.5,0.0
Montgomery,FM1097 K,18.0,36,83.42,84.86,4.04,13483.71,149.49
Montgomery,FM1314 K,107.39,226,95.01,95.1,3.93,19164.3,579.8
Montgomery,FM1484 K,54.8,111,98.91,99.49,3.87,9668.03,131.74
Montgomery,FM1485 K,21.42,52,59.74,98.32,2.59,20743.57,543.58
Montgomery,FM1485 L,3.21,6,100.0,100.0,4.13,6000.0,0.0
Montgomery,FM1485 R,1.5,3,96.67,100.0,3.92,6000.0,0.0
Montgomery,FM1488 A,1.54,4,100.0,100.0,3.39,99.0,196.51
Montgomery,FM1488 K,204.41,413,93.06,96.9,3.77,32887.65,409.96
Montgomery,FM1488 L,1.81,4,100.0,100.0,3.79,9092.5,231.41
Montgomery,FM1488 R,1.8,4,100.0,100.0,3.82,9092.5,230.64
Montgomery,FM1488 X,1.51,4,100.0,100.0,3.6,99.0,191.48
